axisValue,mean,errorLower,errorUpper
0.1,0,0,0.0347854775087591
0.866666666666667,0.0131578947368421,0.0108874821581362,0.0296057306325463
1.63333333333333,0.0506329113924051,0.0240765406683635,0.0382264467615608
2.4,0.015625,0.0129294592872695,0.0350130109301229
3.16666666666667,0.0161290322580645,0.0133466596974282,0.0361121906298807
3.93333333333333,0.0327868852459016,0.0211493418233919,0.0416139098225264
4.7,0.0327868852459016,0.0211493418233919,0.0416139098225264
5.46666666666667,0,0,0.030218262815544
6.23333333333333,0.025,0.0161315376125576,0.0320240450600813
7,0.0149253731343284,0.0123503727417887,0.0334841754811035
1.429,0.0470588235294118,0.0223874494351025,0.0356464650810122
7.778,0.0612244897959184,0.0331361229130607,0.0559873473512135
8.55575,0.0208333333333333,0.0172408946712466,0.046281073041281
9.3335,0.05,0.0270894246783095,0.0462539770992518
10.11125,0.0204081632653061,0.0168889105176345,0.0453686932692737
10.889,0.08,0.0378932452053914,0.058747556702651
11.66675,0.037037037037037,0.0238867239194526,0.0467717336699192
12.4445,0.037037037037037,0.0238867239194526,0.0467717336699192
13.22225,0.0204081632653061,0.0168889105176345,0.0453686932692737
14,0.0425531914893617,0.0274380310138156,0.05338581307998
15.4,0.0833333333333333,0.0450078529887758,0.0744688093384399
16.1,0.0416666666666667,0.034494694958034,0.089387067634404
16.8,0.0606060606060606,0.039048767523229,0.0744033718868347
17.5,0.206896551724138,0.0788337536563548,0.10307861436571
18.2,0.117647058823529,0.0355217334550338,0.0459491797564001
18.9,0.101123595505618,0.0323008130045684,0.0427593832487527
19.6,0.0444444444444444,0.0211508888991006,0.0337479003491931
20.3,0.0786516853932584,0.0285509437229218,0.0397939176672475
21,0.0970873786407767,0.0294715092765309,0.0385373153584368
