axisValue,mean,errorLower,errorUpper
0.1,0,0,0.0347854775087591
0.866666666666667,0.0131578947368421,0.0108874821581362,0.0296057306325463
1.63333333333333,0.0253164556962025,0.0163355224832327,0.0324173141756065
2.4,0.03125,0.0201592442275583,0.039735540366934
3.16666666666667,0.0483870967741935,0.026219480455413,0.0448358661097176
3.93333333333333,0.0163934426229508,0.0135655219522752,0.0366880601401724
4.7,0.0163934426229508,0.0135655219522752,0.0366880601401724
5.46666666666667,0.0333333333333333,0.0215013457698626,0.0422800752471214
6.23333333333333,0.025,0.0161315376125576,0.0320240450600813
7,0.0298507462686567,0.0192577012787862,0.0380192454899159
1.429,0.0117647058823529,0.00973444572067423,0.026532284477645
7.778,0.0408163265306122,0.0263200144074516,0.0513129886477652
8.55575,0,0,0.0376290574952609
9.3335,0.0166666666666667,0.0137916818012117,0.0372825838798276
10.11125,0.0816326530612245,0.038658089360544,0.0598530235134657
10.889,0.1,0.0425085432773075,0.0619904289104722
11.66675,0.111111111111111,0.0431781018960771,0.0604684077981386
12.4445,0.12962962962963,0.0465444954453301,0.0628269469875226
13.22225,0.122448979591837,0.0474782150996533,0.0659739372948759
14,0.106382978723404,0.0451732072817295,0.0655633713437424
15.4,0.138888888888889,0.058647294347641,0.0830443755960578
16.1,0.0833333333333333,0.0536397692684571,0.0995089788273342
16.8,0.0909090909090909,0.0490638535518457,0.0805919392233733
17.5,0.103448275862069,0.0557636021618951,0.0904926873908489
18.2,0.129411764705882,0.0371456167741124,0.0471943957957848
18.9,0.134831460674157,0.0369974689379101,0.0464060462496506
19.6,0.144444444444444,0.0379672651969626,0.0469862638740457
20.3,0.146067415730337,0.0383749471453272,0.0474539970682765
21,0.145631067961165,0.0356071773967407,0.0433993582302327
