axisValue,mean,errorLower,errorUpper
0.1,0.980769230769231,0.0428351943754958,0.0159142132247135
0.866666666666667,0.302631578947368,0.0559863845367382,0.061778374268615
1.63333333333333,0.0759493670886076,0.0297137976204689,0.0426099529865528
2.4,0.75,0.0659054146777709,0.0570579138409759
3.16666666666667,0.790322580645161,0.0647026065823779,0.0539931891557984
3.93333333333333,0.131147540983607,0.0440755223386689,0.0582997539411963
4.7,0.229508196721311,0.0565221049552072,0.0666291291937597
5.46666666666667,0.783333333333333,0.0664675350455023,0.0556650737226584
6.23333333333333,0.4875,0.0615343097823081,0.0618789282801694
7,0.134328358208955,0.0425519258132925,0.0552916598302375
1.429,0.0352941176470588,0.0191477954063831,0.0331424853073276
7.778,0.448979591836735,0.0791535834801215,0.0815028078207311
8.55575,0.770833333333333,0.0769089384736305,0.063872829217829
9.3335,0.2,0.0538114685234485,0.0652952947706608
10.11125,0.26530612244898,0.0670444648959584,0.0780211084096665
10.889,0.7,0.0785887586518672,0.0694777597782635
11.66675,0.388888888888889,0.0725153438451232,0.0771473846563229
12.4445,0.111111111111111,0.0431781018960771,0.0604684077981386
13.22225,0.224489795918367,0.062660455074937,0.0756491277910361
14,0.51063829787234,0.082804676494167,0.0822932798296746
15.4,0.166666666666667,0.0640479441836622,0.08626290161467
16.1,0.541666666666667,0.121577269012022,0.117512976703861
16.8,0.454545454545455,0.0984703942411404,0.101640551144024
17.5,0.206896551724138,0.0788337536563548,0.10307861436571
18.2,0.305882352941176,0.0529980001390269,0.0580639169834892
18.9,0.314606741573034,0.0522245821729545,0.0568323197583175
19.6,0.466666666666667,0.0573832946109107,0.0581963846164569
20.3,0.415730337078652,0.0564675005679784,0.0585495429665505
21,0.262135922330097,0.0454190794797897,0.0505229497610779
