groupIdx,scanIdx,axisName,axisValue,mean,errorLower,errorUpper
1,1,nacs_highfield1_detunedARP_b_back,0,0,0,0.00278558993486387
1,1,nacs_highfield1_detunedARP_b_back,1,0.0803030303030303,0.010658684066894,0.0120204573901817
1,2,nacs_uWave_tau,5e-06,0.0667678300455235,0.00978071921292507,0.0111969870484568
1,2,nacs_uWave_tau,0.00075,0.0136570561456753,0.00445301160978382,0.00617506607836986
1,2,nacs_uWave_tau,0.0015,0.0454545454545455,0.00812523481898938,0.00963018086796472
1,2,nacs_uWave_tau,0.003,0.0440060698027314,0.00800419444615306,0.00951833753177576
1,2,nacs_uWave_tau,0.003375,0.0333839150227618,0.0069892900074833,0.00855777739962693
1,2,nacs_uWave_tau,0.00375,0.0515151515151515,0.00863318167604051,0.0101107307891797
1,2,nacs_uWave_tau,0.004125,0.0348484848484849,0.00713366839535513,0.00869162101405391
1,2,nacs_uWave_tau,0.0045,0.0212443095599393,0.00557712597382483,0.00722506104575744
