axisValue,mean,errorLower,errorUpper
72.2,0.935064935064935,0.0415411584511723,0.027763281402565
73.8,0.928571428571429,0.0454329077110823,0.0305073345047485
75.4,0.939393939393939,0.0453308885806278,0.0287811992498641
77,0.857142857142857,0.0583888212070341,0.0451549565814255
78.6,0.857142857142857,0.0546753961579082,0.0428441362062058
80.2,0.772151898734177,0.0570954231908188,0.0493464376078901
81.8,0.597222222222222,0.0657556085413351,0.0627580411862029
83.4,0.72463768115942,0.0642481680357159,0.0569301085181859
85,0.630434782608696,0.056998439743276,0.0538788263312874
86.6,0.492957746478873,0.0657477868461921,0.0659676585135022
88.2,0.536231884057971,0.0673244841211206,0.0661587042441985
89.8,0.481012658227848,0.0618417788759996,0.0623721773046629
91.4,0.647058823529412,0.0672088545362793,0.0623819054133755
93,0.73015873015873,0.0674917398246032,0.0592359001822648
94.6,0.714285714285714,0.0607117007612104,0.0544971385873283
96.2,0.788888888888889,0.0519464880035507,0.0447502546291817
97.8,0.802816901408451,0.0588050865563821,0.0490945564788712
99.4,0.841269841269841,0.0599636480692934,0.0473986876495275
101,0.917647058823529,0.0415395746708177,0.029871369099051
102.6,0.82089552238806,0.0594957168241771,0.0485017526599331
104.2,0.909090909090909,0.0503527450242186,0.0354656879443539
