value,00,01,10,11,trials
0.04,0,0,0,50,50
1.59111111111111,26,2,5,25,58
3.14222222222222,36,12,3,8,59
4.69333333333333,16,3,2,21,42
6.24444444444444,7,2,3,48,60
7.79555555555556,21,10,3,13,47
9.34666666666667,30,6,3,11,50
10.8977777777778,15,3,3,28,49
12.4488888888889,10,10,8,26,54
14,21,8,5,15,49
