axisValue,mean,errorLower,errorUpper
0.04,0,0,0.0361514429599832
1.59111111111111,0.0862068965517241,0.0367297642062385,0.0541123296864733
3.14222222222222,0.0508474576271186,0.0275464073581206,0.0469971227883899
4.69333333333333,0.0476190476190476,0.0306979673253919,0.0593805324315189
6.24444444444444,0.05,0.0270894246783095,0.0462539770992518
7.79555555555556,0.0638297872340425,0.0345377484586716,0.058212716926436
9.34666666666667,0.06,0.0324771153455266,0.054937026130717
10.8977777777778,0.0612244897959184,0.0331361229130607,0.0559873473512135
12.4488888888889,0.148148148148148,0.0495856805009715,0.0649147371185315
14,0.102040816326531,0.0433611727981358,0.0631378059796748
