axisValue,mean,errorLower,errorUpper
0.04,0,0,0.0361514429599832
1.59111111111111,0.448275862068966,0.0722141193893927,0.0742101921481891
3.14222222222222,0.610169491525424,0.073395960224119,0.0692103287139646
4.69333333333333,0.380952380952381,0.0824581389562922,0.0889228989526993
6.24444444444444,0.116666666666667,0.0420089928826625,0.0571769156663162
7.79555555555556,0.446808510638298,0.0808817454370278,0.0834404981388525
9.34666666666667,0.6,0.0806626056850011,0.0761461048993374
10.8977777777778,0.306122448979592,0.0707274621670434,0.0797425537654085
12.4488888888889,0.185185185185185,0.0548909066461525,0.0684208196275565
14,0.428571428571429,0.0783312077042523,0.0816222076008489
