0.	0.	0.	5.	5.	5.	5.	5.	5.	5.	5.	5.	5.	5.
0.	0.	0.	-5.	-4.	-3.	-2.	-1.	0.	1.	2.	3.	4.	5.
0.	0.	5.	0.	0.	0.	0.	0.	-1.	0.	0.	0.	0.	0.
0.	1.	4.	0.	0.	0.	0.	-3.872983346207417	0.	0.	0.	0.	0.	0.
1.	0.	4.	0.	0.	0.	0.	0.	0.	-3.872983346207417	0.	0.	0.	0.
0.	2.	3.	0.	0.	0.	0.	0.	5.	0.	5.123475382979799	0.	0.	0.
1.	1.	3.	0.	0.	0.	-10.246950765959598	0.	0.	0.	0.	0.	0.	0.
2.	0.	3.	0.	0.	0.	0.	0.	5.	0.	-5.123475382979799	0.	0.	0.
0.	3.	2.	0.	0.	4.183300132670378	0.	5.809475019311126	0.	0.	0.	0.	0.	0.
1.	2.	2.	0.	0.	0.	0.	0.	0.	5.809475019311126	0.	12.549900398011133	0.	0.
2.	1.	2.	0.	0.	-12.549900398011133	0.	5.809475019311126	0.	0.	0.	0.	0.	0.
3.	0.	2.	0.	0.	0.	0.	0.	0.	5.809475019311126	0.	-4.183300132670378	0.	0.
0.	4.	1.	0.	0.	0.	0.	0.	-1.875	0.	-2.5617376914898995	0.	-2.218529918662356	0.
1.	3.	1.	0.	8.874119674649425	0.	5.123475382979799	0.	0.	0.	0.	0.	0.	0.
2.	2.	1.	0.	0.	0.	0.	0.	-3.75	0.	0.	0.	13.311179511974137	0.
3.	1.	1.	0.	-8.874119674649425	0.	5.123475382979799	0.	0.	0.	0.	0.	0.	0.
4.	0.	1.	0.	0.	0.	0.	0.	-1.875	0.	2.5617376914898995	0.	-2.218529918662356	0.
0.	5.	0.	-0.701560760020114	0.	-0.5229125165837972	0.	-0.4841229182759271	0.	0.	0.	0.	0.	0.
1.	4.	0.	0.	0.	0.	0.	0.	0.	-0.4841229182759271	0.	-1.5687375497513916	0.	-3.50780380010057
2.	3.	0.	7.01560760020114	0.	1.0458250331675945	0.	-0.9682458365518543	0.	0.	0.	0.	0.	0.
3.	2.	0.	0.	0.	0.	0.	0.	0.	-0.9682458365518543	0.	-1.0458250331675945	0.	7.01560760020114
4.	1.	0.	-3.50780380010057	0.	1.5687375497513916	0.	-0.4841229182759271	0.	0.	0.	0.	0.	0.
5.	0.	0.	0.	0.	0.	0.	0.	0.	-0.4841229182759271	0.	0.5229125165837972	0.	-0.701560760020114
