0.	0.	0.	7.	7.	7.	7.	7.	7.	7.	7.	7.	7.	7.	7.	7.	7.	7.
0.	0.	0.	-7.	-6.	-5.	-4.	-3.	-2.	-1.	0.	1.	2.	3.	4.	5.	6.	7.
0.	0.	7.	0.	0.	0.	0.	0.	0.	0.	-1.	0.	0.	0.	0.	0.	0.	0.
0.	1.	6.	0.	0.	0.	0.	0.	0.	-5.291502622129181	0.	0.	0.	0.	0.	0.	0.	0.
1.	0.	6.	0.	0.	0.	0.	0.	0.	0.	0.	-5.291502622129181	0.	0.	0.	0.	0.	0.
0.	2.	5.	0.	0.	0.	0.	0.	0.	0.	10.5	0.	9.72111104761179	0.	0.	0.	0.	0.
1.	1.	5.	0.	0.	0.	0.	0.	-19.44222209522358	0.	0.	0.	0.	0.	0.	0.	0.	0.
2.	0.	5.	0.	0.	0.	0.	0.	0.	0.	10.5	0.	-9.72111104761179	0.	0.	0.	0.	0.
0.	3.	4.	0.	0.	0.	0.	11.4564392373896	0.	19.84313483298443	0.	0.	0.	0.	0.	0.	0.	0.
1.	2.	4.	0.	0.	0.	0.	0.	0.	0.	0.	19.84313483298443	0.	34.3693177121688	0.	0.	0.	0.
2.	1.	4.	0.	0.	0.	0.	-34.3693177121688	0.	19.84313483298443	0.	0.	0.	0.	0.	0.	0.	0.
3.	0.	4.	0.	0.	0.	0.	0.	0.	0.	0.	19.84313483298443	0.	-11.4564392373896	0.	0.	0.	0.
0.	4.	3.	0.	0.	0.	0.	0.	0.	0.	-13.125	0.	-16.20185174601965	0.	-9.499177595981665	0.	0.	0.
1.	3.	3.	0.	0.	0.	37.99671038392666	0.	32.4037034920393	0.	0.	0.	0.	0.	0.	0.	0.	0.
2.	2.	3.	0.	0.	0.	0.	0.	0.	0.	-26.25	0.	0.	0.	56.99506557588999	0.	0.	0.
3.	1.	3.	0.	0.	0.	-37.99671038392666	0.	32.4037034920393	0.	0.	0.	0.	0.	0.	0.	0.	0.
4.	0.	3.	0.	0.	0.	0.	0.	0.	0.	-13.125	0.	16.20185174601965	0.	-9.499177595981665	0.	0.	0.
0.	5.	2.	0.	0.	-5.6995065575889985	0.	-8.5923294280422	0.	-9.921567416492215	0.	0.	0.	0.	0.	0.	0.	0.
1.	4.	2.	0.	0.	0.	0.	0.	0.	0.	0.	-9.921567416492215	0.	-25.7769882841266	0.	-28.497532787944994	0.	0.
2.	3.	2.	0.	0.	56.99506557588999	0.	17.1846588560844	0.	-19.84313483298443	0.	0.	0.	0.	0.	0.	0.	0.
3.	2.	2.	0.	0.	0.	0.	0.	0.	0.	0.	-19.84313483298443	0.	-17.1846588560844	0.	56.99506557588999	0.	0.
4.	1.	2.	0.	0.	-28.497532787944994	0.	25.7769882841266	0.	-9.921567416492215	0.	0.	0.	0.	0.	0.	0.	0.
5.	0.	2.	0.	0.	0.	0.	0.	0.	0.	0.	-9.921567416492215	0.	8.5923294280422	0.	-5.6995065575889985	0.	0.
0.	6.	1.	0.	0.	0.	0.	0.	0.	0.	2.1875	0.	3.0378472023786847	0.	2.8497532787944992	0.	2.4218245962496954	0.
1.	5.	1.	0.	-14.530947577498171	0.	-11.399013115177997	0.	-6.075694404757369	0.	0.	0.	0.	0.	0.	0.	0.	0.
2.	4.	1.	0.	0.	0.	0.	0.	0.	0.	6.5625	0.	3.0378472023786847	0.	-14.248766393972497	0.	-36.327368943745434	0.
3.	3.	1.	0.	48.43649192499391	0.	0.	0.	-12.151388809514739	0.	0.	0.	0.	0.	0.	0.	0.	0.
4.	2.	1.	0.	0.	0.	0.	0.	0.	0.	6.5625	0.	-3.0378472023786847	0.	-14.248766393972497	0.	36.327368943745434	0.
5.	1.	1.	0.	-14.530947577498171	0.	11.399013115177997	0.	-6.075694404757369	0.	0.	0.	0.	0.	0.	0.	0.	0.
6.	0.	1.	0.	0.	0.	0.	0.	0.	0.	2.1875	0.	-3.0378472023786847	0.	2.8497532787944992	0.	-2.4218245962496954	0.
0.	7.	0.	0.6472598492877494	0.	0.47495887979908324	0.	0.42961647140211	0.	0.41339864235384227	0.	0.	0.	0.	0.	0.	0.	0.
1.	6.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.41339864235384227	0.	1.28884941420633	0.	2.3747943989954163	0.	4.5308189450142455
2.	5.	0.	-13.592456835042737	0.	-4.274629918191749	0.	-0.42961647140211	0.	1.2401959270615268	0.	0.	0.	0.	0.	0.	0.	0.
3.	4.	0.	0.	0.	0.	0.	0.	0.	0.	0.	1.2401959270615268	0.	2.14808235701055	0.	-2.3747943989954163	0.	-22.65409472507123
4.	3.	0.	22.65409472507123	0.	-2.3747943989954163	0.	-2.14808235701055	0.	1.2401959270615268	0.	0.	0.	0.	0.	0.	0.	0.
5.	2.	0.	0.	0.	0.	0.	0.	0.	0.	0.	1.2401959270615268	0.	0.42961647140211	0.	-4.274629918191749	0.	13.592456835042737
6.	1.	0.	-4.5308189450142455	0.	2.3747943989954163	0.	-1.28884941420633	0.	0.41339864235384227	0.	0.	0.	0.	0.	0.	0.	0.
7.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.41339864235384227	0.	-0.42961647140211	0.	0.47495887979908324	0.	-0.6472598492877494
