4.50000	-0.20355364
4.60000	-0.21204056
4.70000	-0.21928514
4.80000	-0.22550240
4.90000	-0.23086940
5.10000	-0.23959663
5.20000	-0.24316851
5.30000	-0.24632155
5.40000	-0.24911861
5.50000	-0.25161079
5.60000	-0.25383967
5.70000	-0.25583911
5.80000	-0.25763686
5.90000	-0.25925570
6.00000	-0.26071457
6.10000	-0.26202932
6.20000	-0.26321332
6.30000	-0.26427809
6.40000	-0.26523359
6.50000	-0.26608863
6.60000	-0.26685099
6.70000	-0.26752772
6.80000	-0.26812531
6.90000	-0.26864965
7.00000	-0.26910627
7.10000	-0.26950032
7.20000	-0.26983662
7.30000	-0.27011972
7.40000	-0.27035391
7.50000	-0.27054327
7.60000	-0.27069163
7.70000	-0.27080264
7.80000	-0.27087974
7.90000	-0.27092617
8.00000	-0.27094502
8.10000	-0.27093914
8.20000	-0.27091128
8.30000	-0.27086397
8.40000	-0.27079957
8.50000	-0.27072029
8.60000	-0.27062820
8.70000	-0.27052518
8.80000	-0.27041299
8.90000	-0.27029324
9.00000	-0.27016740
9.10000	-0.27003680
9.20000	-0.26990266
9.30000	-0.26976606
9.40000	-0.26962799
9.50000	-0.26948932
9.60000	-0.26935083
9.70000	-0.26921319
9.80000	-0.26907699
9.90000	-0.26894276
10.00000	-0.26881091
10.10000	-0.26868182
10.20000	-0.26855579
10.30000	-0.26843307
10.40000	-0.26831386
10.50000	-0.26819830
10.60000	-0.26808651
10.70000	-0.26797856
10.80000	-0.26787449
10.90000	-0.26777430
11.00000	-0.26767798
11.10000	-0.26758550
11.20000	-0.26749681
11.30000	-0.26741184
11.40000	-0.26733050
11.50000	-0.26725272
11.60000	-0.26717836
11.70000	-0.26710735
11.80000	-0.26703956
11.90000	-0.26697487
12.00000	-0.26691319
12.20000	-0.26679830
12.30000	-0.26674488
12.40000	-0.26669398
12.60000	-0.26659927
12.70000	-0.26655525
12.80000	-0.26651331
12.90000	-0.26647335
13.00000	-0.26643527
13.10000	-0.26639897
13.20000	-0.26636436
13.30000	-0.26633136
13.40000	-0.26629989
13.50000	-0.26626986
13.60000	-0.26624119
13.70000	-0.26621383
13.80000	-0.26618769
13.90000	-0.26616272
14.10000	-0.26611603
14.20000	-0.26609420
14.30000	-0.26607331
14.40000	-0.26605332
14.50000	-0.26603417
14.60000	-0.26601583
14.70000	-0.26599826
14.80000	-0.26598140
14.90000	-0.26596524
15.00000	-0.26594974
15.10000	-0.26593487
15.20000	-0.26592058
15.30000	-0.26590687
15.40000	-0.26589371
15.50000	-0.26588106
15.60000	-0.26586889
15.70000	-0.26585721
15.80000	-0.26584598
15.90000	-0.26583518
16.00000	-0.26582479
16.10000	-0.26581481
16.20000	-0.26580520
16.30000	-0.26579595
16.40000	-0.26578706
16.50000	-0.26577851
16.60000	-0.26577027
16.70000	-0.26576234
16.80000	-0.26575471
16.90000	-0.26574737
17.00000	-0.26574030
17.10000	-0.26573349
17.20000	-0.26572694
17.30000	-0.26572064
17.40000	-0.26571456
17.50000	-0.26570871
17.60000	-0.26570309
17.70000	-0.26569767
17.80000	-0.26569246
17.90000	-0.26568743
18.00000	-0.26568260
18.10000	-0.26567794
18.20000	-0.26567345
18.30000	-0.26566914
18.40000	-0.26566498
18.50000	-0.26566098
18.60000	-0.26565713
18.70000	-0.26565341
18.80000	-0.26564984
18.90000	-0.26564640
19.00000	-0.26564308
19.10000	-0.26563988
19.20000	-0.26563681
19.30000	-0.26563384
19.40000	-0.26563099
19.50000	-0.26562823
19.60000	-0.26562558
19.70000	-0.26562302
19.80000	-0.26562055
19.90000	-0.26561818
20.00000	-0.26561588
