11,-0.281953,-0.267018,-0.259696,-0.239114,-0.236113,-0.228464
11.4,-0.281619,-0.266928,-0.258724,-0.238354,-0.235305,-0.227459
11.6,-0.281468,-0.266887,-0.258283,-0.237986,-0.234912,-0.226972
11.8,-0.281327,-0.266845,-0.257875,-0.237625,-0.234528,-0.226498
12,-0.281197,-0.266805,-0.257503,-0.237272,-0.234157,-0.226036
12.2,-0.281074,-0.266764,-0.257165,-0.236928,-0.233798,-0.225588
12.4,-0.280961,-0.266723,-0.256863,-0.236594,-0.233453,-0.225152
12.6,-0.280855,-0.266682,-0.256592,-0.236272,-0.233121,-0.224728
12.8,-0.280757,-0.266643,-0.256354,-0.235964,-0.232805,-0.224317
13,-0.280666,-0.266603,-0.256143,-0.235671,-0.232503,-0.223916
13.2,-0.28058,-0.266563,-0.255958,-0.235393,-0.232216,-0.223523
13.4,-0.280501,-0.266525,-0.255797,-0.235133,-0.231945,-0.22314
13.6,-0.280428,-0.266488,-0.255656,-0.234891,-0.231689,-0.222765
13.8,-0.280359,-0.26645,-0.255534,-0.234665,-0.231448,-0.222396
14,-0.280295,-0.266414,-0.255428,-0.234457,-0.231223,-0.222035
14.2,-0.280236,-0.266379,-0.255336,-0.234265,-0.231013,-0.221679
14.4,-0.28018,-0.266346,-0.255257,-0.23409,-0.230818,-0.22133
14.6,-0.280129,-0.266313,-0.255189,-0.233929,-0.230638,-0.220988
14.8,-0.280081,-0.266282,-0.25513,-0.233783,-0.230472,-0.220652
15,-0.280036,-0.266252,-0.25508,-0.233649,-0.23032,-0.220324
15.2,-0.279994,-0.266224,-0.255036,-0.233527,-0.23018,-0.220003
15.4,-0.279954,-0.266195,-0.254997,-0.233415,-0.230052,-0.219689
15.6,-0.279918,-0.266169,-0.254964,-0.233314,-0.229935,-0.219384
15.8,-0.279884,-0.266144,-0.254935,-0.23322,-0.229828,-0.219087
16,-0.279852,-0.26612,-0.25491,-0.233136,-0.229731,-0.2188
16.2,-0.279822,-0.266097,-0.254888,-0.233058,-0.229641,-0.21852
16.4,-0.279795,-0.266076,-0.25487,-0.232988,-0.22956,-0.218251
16.6,-0.279769,-0.266055,-0.254852,-0.232922,-0.229484,-0.217991
16.8,-0.279744,-0.266036,-0.254837,-0.232862,-0.229415,-0.21774
17,-0.279722,-0.266018,-0.254824,-0.232808,-0.229352,-0.217498
17.2,-0.2797,-0.266001,-0.254812,-0.232757,-0.229293,-0.217265
17.4,-0.27968,-0.265984,-0.254802,-0.23271,-0.229239,-0.217041
17.6,-0.279662,-0.265969,-0.254793,-0.232667,-0.229189,-0.216827
17.8,-0.279645,-0.265955,-0.254784,-0.232627,-0.229142,-0.216619
18,-0.279628,-0.265941,-0.254776,-0.23259,-0.229097,-0.21642
18.2,-0.279613,-0.265928,-0.254769,-0.232555,-0.229056,-0.216228
18.4,-0.279598,-0.265915,-0.254762,-0.232523,-0.229016,-0.216043
18.6,-0.279585,-0.265905,-0.254757,-0.232493,-0.22898,-0.215866
18.8,-0.279573,-0.265894,-0.254752,-0.232465,-0.228945,-0.215694
19,-0.279561,-0.265884,-0.254746,-0.232439,-0.228911,-0.215528
19.2,-0.279549,-0.265874,-0.254742,-0.232414,-0.228879,-0.215368
19.4,-0.279539,-0.265865,-0.254737,-0.232391,-0.228849,-0.215213
19.6,-0.279529,-0.265857,-0.254733,-0.23237,-0.228819,-0.215062
19.8,-0.27952,-0.265849,-0.254729,-0.232349,-0.228791,-0.214916
20,-0.279511,-0.265841,-0.254725,-0.23233,-0.228764,-0.214774
20.5,-0.279492,-0.265826,-0.254718,-0.232287,-0.228701,-0.214434
21,-0.279475,-0.265811,-0.254711,-0.232249,-0.228642,-0.214112
21.5,-0.27946,-0.265799,-0.254705,-0.232216,-0.228588,-0.213805
22,-0.279447,-0.265788,-0.254699,-0.232186,-0.228538,-0.213511
22.5,-0.279436,-0.265779,-0.254694,-0.23216,-0.228491,-0.213228
23,-0.279427,-0.265771,-0.25469,-0.232137,-0.228449,-0.21296
24,-0.27941,-0.265759,-0.254683,-0.232097,-0.228374,-0.212483
24.5,-0.279405,-0.265755,-0.254681,-0.232081,-0.228343,-0.212293
25,-0.279399,-0.26575,-0.254678,-0.232066,-0.228314,-0.21214
25.5,-0.279394,-0.265746,-0.254675,-0.232053,-0.228288,-0.212024
26.5,-0.279385,-0.26574,-0.254671,-0.23203,-0.228244,-0.211866
27,-0.279381,-0.265737,-0.254669,-0.23202,-0.228226,-0.211811
27.5,-0.279378,-0.265735,-0.254668,-0.232011,-0.22821,-0.211764
28,-0.279375,-0.265733,-0.254666,-0.232003,-0.228197,-0.211725
28.5,-0.279372,-0.265731,-0.254665,-0.231996,-0.228185,-0.211691
29,-0.27937,-0.265729,-0.254663,-0.231989,-0.228174,-0.211661
29.5,-0.279368,-0.265728,-0.254662,-0.231984,-0.228166,-0.211634
30,-0.279366,-0.265727,-0.254661,-0.231978,-0.228158,-0.211609
31,-0.279362,-0.265724,-0.254659,-0.231969,-0.228146,-0.211566
32,-0.279359,-0.265723,-0.254658,-0.231962,-0.228137,-0.211528
33,-0.279357,-0.265721,-0.254656,-0.231956,-0.228131,-0.211494
34,-0.279355,-0.26572,-0.254655,-0.231951,-0.228125,-0.211463
35,-0.279354,-0.265719,-0.254654,-0.231948,-0.228121,-0.211434
36,-0.279352,-0.265718,-0.254653,-0.231944,-0.228117,-0.211407
37,-0.279351,-0.265717,-0.254653,-0.231942,-0.228113,-0.211382
38,-0.27935,-0.265717,-0.254652,-0.231939,-0.22811,-0.211358
39,-0.279349,-0.265716,-0.254651,-0.231938,-0.228106,-0.211336
40,-0.279348,-0.265716,-0.254651,-0.231936,-0.228103,-0.211314
41,-0.279348,-0.265715,-0.254651,-0.231935,-0.228099,-0.211294
42,-0.279347,-0.265715,-0.25465,-0.231934,-0.228096,-0.211274
43,-0.279347,-0.265715,-0.25465,-0.231932,-0.228093,-0.211256
44,-0.279346,-0.265715,-0.25465,-0.231932,-0.22809,-0.211239
45,-0.279346,-0.265714,-0.254649,-0.231931,-0.228087,-0.211223
46,-0.279346,-0.265714,-0.254649,-0.23193,-0.228085,-0.211208
47,-0.279345,-0.265714,-0.254649,-0.23193,-0.228082,-0.211194
48,-0.279345,-0.265714,-0.254649,-0.231929,-0.22808,-0.211182
49,-0.279345,-0.265714,-0.254648,-0.231929,-0.228078,-0.211171
50,-0.279345,-0.265713,-0.254648,-0.231928,-0.228076,-0.21116
51,-0.279344,-0.265713,-0.254648,-0.231928,-0.228075,-0.211152
52,-0.279344,-0.265713,-0.254648,-0.231927,-0.228074,-0.211144
53,-0.279344,-0.265713,-0.254648,-0.231927,-0.228073,-0.211137
54,-0.279344,-0.265713,-0.254648,-0.231927,-0.228072,-0.211131
55,-0.279344,-0.265713,-0.254648,-0.231927,-0.228071,-0.211126
56,-0.279344,-0.265713,-0.254648,-0.231927,-0.22807,-0.211122
57,-0.279344,-0.265713,-0.254648,-0.231926,-0.22807,-0.211119
58,-0.279344,-0.265713,-0.254647,-0.231926,-0.22807,-0.211116
60,-0.279343,-0.265713,-0.254647,-0.231926,-0.228069,-0.211111
