R(Bohr),-1,-2,-3,-4,-5,-6
5,-0.238947,-0.235175,-0.211066,-0.195293,-0.190037,-0.178543
5.2,-0.248021,-0.242436,-0.21935,-0.20475,-0.199809,-0.188678
5.4,-0.25535,-0.248088,-0.22613,-0.212272,-0.207713,-0.196995
5.6,-0.261322,-0.252611,-0.231825,-0.218355,-0.214167,-0.203879
5.8,-0.266217,-0.256303,-0.236676,-0.223361,-0.219459,-0.209614
6,-0.270239,-0.259354,-0.240836,-0.227542,-0.223808,-0.21441
6.2,-0.273536,-0.261888,-0.244411,-0.231058,-0.227385,-0.218421
6.4,-0.276223,-0.263987,-0.247485,-0.234006,-0.230328,-0.221766
6.6,-0.278393,-0.265712,-0.250129,-0.236459,-0.232743,-0.224541
6.8,-0.280123,-0.267104,-0.252401,-0.23847,-0.23471,-0.226821
7,-0.281478,-0.268198,-0.254353,-0.240089,-0.236293,-0.228672
7.2,-0.282515,-0.269026,-0.256028,-0.241361,-0.237542,-0.230149
7.4,-0.283282,-0.269616,-0.257461,-0.242326,-0.238503,-0.231299
7.6,-0.283827,-0.269996,-0.258685,-0.243028,-0.239215,-0.232169
7.8,-0.284186,-0.270191,-0.259724,-0.243499,-0.239712,-0.232793
8,-0.284394,-0.270225,-0.260598,-0.243774,-0.240027,-0.233208
8.2,-0.28448,-0.270125,-0.261324,-0.243885,-0.240189,-0.233442
8.4,-0.284472,-0.269916,-0.261916,-0.243858,-0.240223,-0.233523
8.6,-0.284392,-0.269625,-0.262381,-0.24372,-0.240155,-0.233476
8.8,-0.284256,-0.269276,-0.262724,-0.243491,-0.240002,-0.23332
9,-0.28408,-0.268899,-0.262944,-0.243192,-0.239782,-0.233075
9.2,-0.283878,-0.268523,-0.263041,-0.24284,-0.239513,-0.232758
9.4,-0.283659,-0.268175,-0.26301,-0.24245,-0.239204,-0.232382
9.6,-0.283432,-0.267875,-0.262853,-0.242037,-0.238866,-0.231962
9.8,-0.283201,-0.267632,-0.262576,-0.241609,-0.238505,-0.231504
10,-0.282973,-0.267448,-0.262203,-0.241177,-0.238128,-0.231022
10.2,-0.282751,-0.267312,-0.261755,-0.240748,-0.237739,-0.230523
10.4,-0.282536,-0.26721,-0.26126,-0.240325,-0.237339,-0.230011
10.6,-0.282331,-0.267132,-0.260739,-0.239911,-0.236933,-0.229495
10.8,-0.282137,-0.267071,-0.260214,-0.239508,-0.236524,-0.228978
