4.50000	-0.24717671	-0.24492601	-0.20895440	-0.20559530	-0.18324603	-0.17582777	-0.16322150	-0.16174119	-0.15863603	-0.15713236	-0.15074151	-0.14819662	-0.14813002	-0.14676127
4.60000	-0.25630843	-0.25409606	-0.21746001	-0.21474044	-0.19368052	-0.18433821	-0.17318039	-0.17168468	-0.16861910	-0.16660264	-0.16040273	-0.15765483	-0.15666798	-0.15592729
4.70000	-0.26417729	-0.26193039	-0.22511185	-0.22258518	-0.20288286	-0.19128881	-0.18183598	-0.18033485	-0.17738518	-0.17506276	-0.16892691	-0.16602238	-0.16532158	-0.16296660
4.80000	-0.27098548	-0.26865111	-0.23150762	-0.22936545	-0.21104703	-0.19725176	-0.18950559	-0.18794367	-0.18499684	-0.18233311	-0.17646193	-0.17343702	-0.17292729	-0.16999992
4.90000	-0.27691717	-0.27444043	-0.23707861	-0.23524449	-0.21832854	-0.20268817	-0.19632002	-0.19473186	-0.19168247	-0.18858698	-0.18314366	-0.18003337	-0.17965071	-0.17654203
5.10000	-0.28671891	-0.28378650	-0.24615447	-0.24482309	-0.23072155	-0.21085255	-0.20778499	-0.20595993	-0.20287757	-0.19933416	-0.19440417	-0.19123209	-0.19096385	-0.18769996
5.20000	-0.29081437	-0.28756418	-0.24995571	-0.24867975	-0.23600822	-0.21413939	-0.21263795	-0.21074954	-0.20759346	-0.20381953	-0.19917019	-0.19596276	-0.19575406	-0.19244227
5.30000	-0.29447404	-0.29085550	-0.25347530	-0.25207415	-0.24077826	-0.21722066	-0.21679931	-0.21491683	-0.21181660	-0.20769387	-0.20345950	-0.20025932	-0.20007025	-0.19671866
5.40000	-0.29777177	-0.29372998	-0.25674768	-0.25514558	-0.24508568	-0.22103617	-0.21972934	-0.21877836	-0.21564622	-0.21135026	-0.20733284	-0.20417473	-0.20397372	-0.20058672
5.50000	-0.30076705	-0.29624359	-0.25977148	-0.25787621	-0.24897585	-0.22464489	-0.22274100	-0.22172771	-0.21902064	-0.21454890	-0.21084049	-0.20769185	-0.20751498	-0.20409479
5.60000	-0.30348313	-0.29843679	-0.26241127	-0.26028962	-0.25248664	-0.22786728	-0.22579108	-0.22398040	-0.22216261	-0.21743972	-0.21402391	-0.21093244	-0.21073141	-0.20728352
5.70000	-0.30596010	-0.30034866	-0.26481927	-0.26245905	-0.25564909	-0.23077481	-0.22828825	-0.22595728	-0.22503887	-0.21998702	-0.21692212	-0.21387397	-0.21366537	-0.21018680
5.80000	-0.30823598	-0.30201629	-0.26707055	-0.26440876	-0.25849274	-0.23349247	-0.23124176	-0.22808375	-0.22737065	-0.22232821	-0.21955885	-0.21656195	-0.21634209	-0.21283322
5.90000	-0.31031398	-0.30345605	-0.26900988	-0.26598348	-0.26103842	-0.23590392	-0.23340555	-0.23017278	-0.22929646	-0.22442286	-0.22196913	-0.21901949	-0.21878846	-0.21524691
6.00000	-0.31224054	-0.30470483	-0.27095581	-0.26758626	-0.26331684	-0.23816288	-0.23575924	-0.23231989	-0.23092702	-0.22623534	-0.22415944	-0.22126692	-0.22101725	-0.21744843
6.10000	-0.31400890	-0.30577031	-0.27275626	-0.26917658	-0.26533882	-0.24016744	-0.23752591	-0.23428424	-0.23243144	-0.22791807	-0.22616695	-0.22331694	-0.22305639	-0.21945558
6.20000	-0.31564621	-0.30667619	-0.27440143	-0.27034842	-0.26713911	-0.24202363	-0.23916651	-0.23607424	-0.23381463	-0.22934595	-0.22798798	-0.22516944	-0.22491418	-0.22128368
6.30000	-0.31715757	-0.30743557	-0.27596449	-0.27170611	-0.26872297	-0.24370953	-0.24092173	-0.23771931	-0.23517580	-0.23070585	-0.22965582	-0.22689736	-0.22660574	-0.22294641
