4.50000	-0.28395746	-0.24499733	-0.21714504	-0.20882766	-0.19953276	-0.17784934	-0.17760541	-0.17574767	-0.17238722	-0.16202188	-0.16044630	-0.15717685	-0.15388380	-0.14820707
4.60000	-0.29333436	-0.25417362	-0.22652641	-0.21754351	-0.20913848	-0.18731122	-0.18610149	-0.18407675	-0.18193636	-0.17183554	-0.16996084	-0.16681696	-0.16352741	-0.15768780
4.70000	-0.30143099	-0.26200769	-0.23466944	-0.22469616	-0.21740364	-0.19573854	-0.19300993	-0.19135372	-0.19018421	-0.18057868	-0.17804996	-0.17498472	-0.17191663	-0.16605276
4.80000	-0.30846452	-0.26872853	-0.24186916	-0.23103814	-0.22453191	-0.20316303	-0.19878750	-0.19745978	-0.19735981	-0.18814139	-0.18523036	-0.18225061	-0.17925225	-0.17346523
4.90000	-0.31460553	-0.27451638	-0.24825393	-0.23653188	-0.23069547	-0.20974862	-0.20381988	-0.20346085	-0.20231632	-0.19468746	-0.19159192	-0.18876571	-0.18570262	-0.18005990
5.10000	-0.32472944	-0.28385698	-0.25908424	-0.24564018	-0.24070677	-0.22084776	-0.21423424	-0.21121421	-0.21034275	-0.20598947	-0.20215717	-0.19933736	-0.19648325	-0.19122964
5.20000	-0.32891759	-0.28763300	-0.26373082	-0.24947640	-0.24479212	-0.22556840	-0.21867104	-0.21450045	-0.21331998	-0.21067292	-0.20658223	-0.20373295	-0.20102349	-0.19598502
5.30000	-0.33262441	-0.29092370	-0.26791980	-0.25277314	-0.24838833	-0.22982555	-0.22266553	-0.21744260	-0.21573101	-0.21501963	-0.21060413	-0.20783263	-0.20510591	-0.20027970
5.40000	-0.33590638	-0.29379016	-0.27167238	-0.25556543	-0.25157033	-0.23367211	-0.22627610	-0.21986330	-0.21879341	-0.21768766	-0.21427862	-0.21135056	-0.20879464	-0.20417000
5.50000	-0.33881895	-0.29629862	-0.27512125	-0.25805272	-0.25440769	-0.23716207	-0.22956305	-0.22244076	-0.22190212	-0.21934571	-0.21755438	-0.21456419	-0.21213736	-0.20771009
5.60000	-0.34139957	-0.29848925	-0.27826558	-0.26040923	-0.25695290	-0.24032302	-0.23255881	-0.22543564	-0.22415439	-0.22073815	-0.22053633	-0.21742546	-0.21517705	-0.21091923
5.70000	-0.34368454	-0.30040257	-0.28114821	-0.26254112	-0.25924629	-0.24319585	-0.23530271	-0.22863036	-0.22611179	-0.22328007	-0.22186361	-0.22003191	-0.21794167	-0.21386027
5.80000	-0.34569949	-0.30206356	-0.28375591	-0.26446532	-0.26131879	-0.24579807	-0.23780806	-0.23087073	-0.22777510	-0.22582689	-0.22287675	-0.22225698	-0.22047036	-0.21654706
5.90000	-0.34747490	-0.30351079	-0.28618436	-0.26648909	-0.26320444	-0.24815469	-0.24010906	-0.23341335	-0.22959232	-0.22805537	-0.22450018	-0.22348442	-0.22276839	-0.21901323
6.00000	-0.34902818	-0.30475556	-0.28837903	-0.26806647	-0.26491940	-0.25030310	-0.24222608	-0.23540048	-0.23107010	-0.23016819	-0.22632491	-0.22489541	-0.22412233	-0.22124693
6.10000	-0.35037873	-0.30581999	-0.29037679	-0.26933438	-0.26648137	-0.25225001	-0.24417221	-0.23751890	-0.23269346	-0.23201356	-0.22795801	-0.22681329	-0.22463488	-0.22330965
6.20000	-0.35155047	-0.30673327	-0.29225175	-0.27080217	-0.26791404	-0.25401240	-0.24596287	-0.23946386	-0.23434023	-0.23353721	-0.22944349	-0.22856646	-0.22520629	-0.22502069
6.30000	-0.35254606	-0.30748645	-0.29390870	-0.27179912	-0.26921786	-0.25560391	-0.24760325	-0.24091424	-0.23577405	-0.23504828	-0.23074751	-0.23016566	-0.22689321	-0.22535657
6.40000	-0.35339216	-0.30811719	-0.29546819	-0.27302971	-0.27041371	-0.25703933	-0.24911053	-0.24222952	-0.23718067	-0.23631266	-0.23196735	-0.23161414	-0.22846182	-0.22659341
6.50000	-0.35409353	-0.30862061	-0.29687561	-0.27398766	-0.27150485	-0.25833464	-0.25049227	-0.24355323	-0.23850756	-0.23749321	-0.23308777	-0.23287764	-0.22983000	-0.22793478
6.60000	-0.35466204	-0.30900920	-0.29814012	-0.27467189	-0.27249773	-0.25950263	-0.25175855	-0.24488763	-0.23974275	-0.23862690	-0.23422881	-0.23390659	-0.23112720	-0.22915308
6.70000	-0.35511172	-0.30929989	-0.29930514	-0.27544269	-0.27340216	-0.26054927	-0.25291341	-0.24595703	-0.24084619	-0.23964344	-0.23530691	-0.23482620	-0.23227539	-0.23024905
6.80000	-0.35545044	-0.30949678	-0.30036107	-0.27613152	-0.27422201	-0.26148766	-0.25396426	-0.24691473	-0.24184617	-0.24057838	-0.23628949	-0.23566562	-0.23330610	-0.23123235
6.90000	-0.35569021	-0.30961554	-0.30133757	-0.27693417	-0.27497315	-0.26232513	-0.25491582	-0.24763988	-0.24278089	-0.24148559	-0.23717450	-0.23647531	-0.23419094	-0.23211094
7.00000	-0.35583042	-0.30963991	-0.30217341	-0.27728689	-0.27562703	-0.26307928	-0.25577568	-0.24852898	-0.24355870	-0.24221744	-0.23797612	-0.23715303	-0.23504758	-0.23289550
7.10000	-0.35588792	-0.30960040	-0.30294219	-0.27776427	-0.27622069	-0.26375101	-0.25654574	-0.24920153	-0.24428257	-0.24292865	-0.23869150	-0.23781254	-0.23577407	-0.23359286
7.20000	-0.35587029	-0.30950406	-0.30364193	-0.27837353	-0.27675179	-0.26434658	-0.25722993	-0.24979461	-0.24491386	-0.24353992	-0.23934132	-0.23836978	-0.23636976	-0.23421353
7.30000	-0.35577953	-0.30934652	-0.30425589	-0.27874761	-0.27721510	-0.26488781	-0.25783498	-0.25043872	-0.24549833	-0.24419584	-0.23989143	-0.23901325	-0.23692895	-0.23476517
7.40000	-0.35562128	-0.30913104	-0.30477877	-0.27905493	-0.27761717	-0.26536893	-0.25836089	-0.25088793	-0.24595396	-0.24464276	-0.24039354	-0.23952410	-0.23741445	-0.23526044
