time,p0,p1
9.999999999999999e-6,0.0003018021342851664,0.9996981978657142
4.0625e-5,0.0010355797873282573,0.9989644202126708
7.125e-5,0.002859197990589959,0.9971408020094086
0.000101875,0.005886969024343458,0.9941130309756552
0.0001325,0.009303265256751925,0.9906967347432458
0.000163125,0.011717408433113245,0.9882825915668844
0.00019375,0.012043919677206137,0.9879560803227915
0.000224375,0.010224072862984357,0.9897759271370129
0.00025499999999999996,0.007260075745174101,0.9927399242548233
0.00028562499999999996,0.004541923250339587,0.9954580767496565
0.00031624999999999996,0.0029633759917712787,0.9970366240082243
0.00034687499999999996,0.0025077400850524955,0.9974922599149433
0.00037749999999999996,0.002598334393499357,0.9974016656064962
0.00040812499999999996,0.00283767070067079,0.9971623292993248
0.00043874999999999996,0.003444967106253782,0.9965550328937418
0.00046937499999999996,0.005004661895558319,0.9949953381044372
0.0005,0.007756604979927105,0.9922433950200686
