time,p0,p1
7.219999999999999e-5,0.06351178925888701,0.9364882107410579
7.379999999999999e-5,0.08986207681058268,0.910137923189362
7.54e-5,0.061723517818238746,0.9382764821817061
7.7e-5,0.135581015978939,0.8644189840210058
7.859999999999999e-5,0.1287251961968563,0.8712748038030882
8.02e-5,0.13630290060980713,0.8636970993901376
8.18e-5,0.31317363709932494,0.6868263629006198
8.340000000000001e-5,0.19939604266725017,0.8006039573326944
8.499999999999999e-5,0.4606508853687253,0.5393491146312195
8.659999999999999e-5,0.501786509760863,0.4982134902390819
8.82e-5,0.4974086990316745,0.5025913009682703
8.979999999999999e-5,0.49748976323128047,0.5025102367686642
9.14e-5,0.32958942927980267,0.6704105707201418
9.3e-5,0.3043348887140771,0.6956651112858674
9.46e-5,0.33729986940017354,0.6627001305997707
9.62e-5,0.12495616376659249,0.8750438362333518
9.779999999999999e-5,0.21869653157395674,0.7813034684259879
9.94e-5,0.16323446963384677,0.8367655303660976
0.000101,0.09640508096543289,0.9035949190345115
0.00010259999999999999,0.1615549969406294,0.838445003059315
0.0001042,0.08544866798706185,0.9145513320128824
