time,p0,p1
5.0e-6,0.0002349681963951954,0.9997650318036043
0.00031718750000000003,0.03284144754496968,0.967158552455026
0.000629375,0.10435696150203866,0.8956430384979536
0.0009415625,0.17856266846238963,0.8214373315376026
0.0012537499999999999,0.22199190825846712,0.7780080917415177
0.0015659375,0.22073946981293052,0.7792605301870543
0.001878125,0.18381957705928847,0.8161804229406964
0.0021903125,0.13408850383810925,0.8659114961618612
0.0025025,0.09456406438301557,0.905435935616955
0.0028146875,0.07835524423999145,0.9216447557599785
0.0031268750000000003,0.08599158698384594,0.9140084130161246
0.0034390625,0.10905158222124404,0.8909484177787262
0.0037512500000000002,0.13650769552494063,0.8634923044750292
0.0040634375,0.15943480449284309,0.8405651955070985
0.004375625,0.17344816633501978,0.8265518336649218
0.0046878125,0.178062621568986,0.8219373784309557
0.005,0.17512980301295936,0.8248701969869819
