tWaits,Expect_P00,Expect_P01,Expect_P10,Expect_P11
1.0e-6,0.25001534296830447,0.24997341220603117,0.24997341220603111,0.24999417330440074
0.000101,0.013222106500242827,7.107548641000909e-7,7.107548640973443e-7,0.986039867101592
0.000201,0.052675157850746154,2.8997294843527094e-6,2.8997294843459204e-6,0.9458765747330579
0.000301,0.11617234726274515,6.427500751882494e-6,6.427500751870733e-6,0.881659044158448
0.000401,0.2002337372777635,1.1099347212406968e-5,1.1099347212395908e-5,0.7968913347152312
0.000501,0.30027058066227913,1.666075395214494e-5,1.6660753952137067e-5,0.6961454319381527
0.000601,0.4108464304930415,2.2786922812296045e-5,2.2786922812293006e-5,0.584876602340652
0.000701,0.5259504482395904,2.9126768847521095e-5,2.912676884752022e-5,0.4690726218334043
0.000801,0.6393558151453715,3.5350880270676926e-5,3.535088027068923e-5,0.3549842045429433
0.000901,0.7449315316119226,4.112783038367715e-5,4.112783038369622e-5,0.2487439767154327
0.001001,0.8369503963428409,4.617007563361318e-5,4.617007563362883e-5,0.15604853015099146
0.001101,0.9104695159377074,5.0189951294966185e-5,5.018995129498391e-5,0.08186815908937924
0.001201,0.9615324244197724,5.298877357871571e-5,5.298877357872939e-5,0.03015820460337474
0.001301,0.9873849083244371,5.4423634237590754e-5,5.442363423759594e-5,0.0036567949682733496
0.001401,0.9866700378599469,5.4408433466187326e-5,5.440843346618791e-5,0.0037389596743482756
0.001501,0.9594295400995343,5.2936709089478645e-5,5.293670908948124e-5,0.030342092194894355
0.001601,0.9071689784059892,5.0087024964868365e-5,5.008702496485426e-5,0.08197243113220161
0.001701,0.8327270612313342,4.602399109387382e-5,4.602399109386044e-5,0.15578786774103143
0.001801,0.7401335417901259,4.095538310886162e-5,4.0955383108853076e-5,0.2477522433386025
0.001901,0.6344072193158415,3.515178910474575e-5,3.5151789104742164e-5,0.35286162130677745
0.002001,0.5212496501780135,2.894760858585965e-5,2.8947608585865004e-5,0.46540738741480686
0.002101,0.4067523190919269,2.2690486510124207e-5,2.2690486510130672e-5,0.5792799700599233
0.002201,0.29709148091996584,1.6703383252286043e-5,1.6703383252298457e-5,0.6883342969180283
0.002301,0.19814562650232487,1.1293963967029426e-5,1.1293963967041706e-5,0.7866550152267189
0.002401,0.115226680913579,6.758321283828723e-6,6.758321283839306e-6,0.8689626093977644
0.002501,0.05275970171494045,3.3349530010918488e-6,3.3349530010965566e-6,0.9308074809219189
0.002601,0.014065116173610143,1.1820825782914274e-6,1.1820825782948708e-6,0.9688776377432615
0.002701,0.0011738778661143407,4.0209095942949283e-7,4.0209095942961295e-7,0.9811555392923397
0.002801,0.014721525653647845,1.052882176898683e-6,1.0528821768988642e-6,0.9669717514479786
0.002901,0.05391624755358174,3.1137276096368866e-6,3.1137276096391842e-6,0.9271460553883404
0.003001,0.1165851354937346,6.4663791432729994e-6,6.466379143281301e-6,0.8638509888374905
0.003101,0.1992898105411294,1.093398758645471e-5,1.0933987586476672e-5,0.7805040314621589
0.003201,0.2975249491678988,1.6299415493447205e-5,1.62994154934796e-5,0.6816398287704195
0.003301,0.40594594684132435,2.2279439931404512e-5,2.227943993144026e-5,0.5725798264526932
0.003401,0.5186834451792851,2.852894233346666e-5,2.8528942333504402e-5,0.4592176780229331
0.003501,0.6296274713967662,3.46923018438737e-5,3.46923018439123e-5,0.34764202248267695
0.003601,0.7327902494925745,4.0438640367130594e-5,4.043864036716578e-5,0.24385207417979368
0.003701,0.8226117362134853,4.545117096675338e-5,4.545117096677782e-5,0.15341085383142522
0.003801,0.8942533888632778,4.943828092606753e-5,4.943828092606635e-5,0.08115067854858535
0.003901,0.9438681384567643,5.218124530377099e-5,5.218124530375519e-5,0.030917524579246847
0.004001,0.9688236978741537,5.355064062984505e-5,5.35506406298121e-5,0.005363861149968461
0.004101,0.9677776828776021,5.348889640197899e-5,5.348889640190944e-5,0.005807383285008675
0.004201,0.94081798154895,5.20019479522293e-5,5.200194795213839e-5,0.03216378236199791
0.004301,0.88943407551512,4.9169234701727714e-5,4.916923470162526e-5,0.08295332816639592
0.004401,0.8164147277635959,4.516193075691566e-5,4.516193075683785e-5,0.15538332870350127
0.004501,0.7257111274297299,4.01934437118456e-5,4.019344371178898e-5,0.24550067459229835
0.004601,0.6222219757333509,3.4511158346955884e-5,3.451115834691075e-5,0.3484075320207348
0.004701,0.51152466459947,2.8417363124118925e-5,2.841736312409845e-5,0.45852647361681037
0.004801,0.3995734491155572,2.2253151161501903e-5,2.2253151161504668e-5,0.5699001637780953
0.004901,0.2923806180454589,1.6349666081744044e-5,1.6349666081767886e-5,0.6765117359529996
0.005001,0.19569453295917,1.10128730259826e-5,1.101287302601603e-5,0.7726119582778567
0.005101,0.11468856862172523,6.536046951561428e-6,6.536046951593874e-6,0.8530308303213401
0.005201,0.05368184405452444,3.1773300264871713e-6,3.177330026513785e-6,0.9134514105881251
0.005301,0.015909477173569626,1.113831134408778e-6,1.1138311344217816e-6,0.9506366878093099
0.005401,0.0033516131487718224,4.357338608306111e-7,4.3573386083110886e-7,0.9626056642698366
0.005501,0.01662843863157526,1.1716509510604443e-6,1.171650951052429e-6,0.9487320801906816
0.005601,0.05496872732234029,3.2827726939076277e-6,3.282772693899835e-6,0.9097938169685266
0.005701,0.11625439514029229,6.637172370700797e-6,6.63717237070581e-6,0.8479116710658055
0.005801,0.19713487291725776,1.103201593641424e-5,1.1032015936447417e-5,0.7664277864432266
0.005901,0.29320868812279705,1.6234475068908658e-5,1.6234475068966686e-5,0.6697395143690041
0.006001,0.399273104307604,2.1983544759442345e-5,2.198354475952016e-5,0.5630734704049402
0.006101,0.509582403214788,2.797320395772351e-5,2.7973203957811836e-5,0.4521530543652037
0.006201,0.6181821249291208,3.3879134109750274e-5,3.387913410983482e-5,0.34294329935910534
0.006301,0.719221871104977,3.939929804681048e-5,3.9399298046883885e-5,0.24130299135533562
0.006401,0.8072460561244976,4.425375372059027e-5,4.42537537206346e-5,0.15266765680484867
0.006501,0.8775385481857938,4.817532626040577e-5,4.817532626041481e-5,0.08177514642966602
0.006601,0.9263266635497879,5.093370588189119e-5,5.093370588186504e-5,0.032395133972574985
0.006701,0.9509960658442899,5.237261846354438e-5,5.237261846349187e-5,0.007136317381966257
0.006801,0.9502373829606877,5.2417765244333487e-5,5.241776524425439e-5,0.00730738339158648
0.006901,0.9241098985067319,5.1055690607175706e-5,5.105569060707412e-5,0.03284730584385887
0.007001,0.8740486856518901,4.83433597929386e-5,4.8343359792838454e-5,0.08233162799221545
0.007101,0.8027606028719529,4.443935431117175e-5,4.443935431107262e-5,0.1530511792443455
0.007201,0.7140773146755162,3.956745582722638e-5,3.9567455827144045e-5,0.24115464042184906
