tWaits,Expect_P00,Expect_P01,Expect_P10,Expect_P11
1.0e-5,0.9934212075121399,0.0029849188667618884,0.0030109492053092633,0.0005822165553371136
0.00021789473684210526,0.9339004562128705,0.0015769313832492576,0.00014520942677047233,0.06437609478256758
0.00042578947368421055,0.7649731850176473,0.003966266834064438,0.004944634413516992,0.2261139510974533
0.0006336842105263158,0.518395976787424,0.015619848927570812,0.020230158979044087,0.4457519077184717
0.0008415789473684211,0.25685028082932637,0.05050000214568341,0.051420679923748804,0.641226614982648
0.0010494736842105263,0.0773299091287484,0.080360257403665,0.0685998200479479,0.7737072049757929
0.0012573684210526316,0.004535827541038342,0.12949067645708323,0.11245821754539671,0.7535119688836802
0.0014652631578947369,0.06383000978744682,0.10155184604307346,0.09612485462570203,0.7384894839954427
0.0016731578947368421,0.21730192934766399,0.09959149995583255,0.11107626316171541,0.5720260325637752
0.0018810526315789474,0.4084339194707072,0.10039173782084392,0.1079840078633599,0.3831853098830097
0.0020889473684210526,0.5781509512317352,0.1050087497206826,0.10566054176836856,0.2111739217237308
0.002296842105263158,0.6846402510578191,0.11260839989973878,0.1156030263651959,0.087141984356327
0.002504736842105263,0.655856517404834,0.1335602958934463,0.14631297742326127,0.06426357982398981
0.0027126315789473684,0.7602489802279412,0.08985404452899565,0.09665421363549793,0.053235782042267386
0.0029205263157894737,0.5832444529709913,0.12234399354088107,0.12869405602911982,0.16571025953095647
0.003128421052631579,0.3981367602651252,0.14605109384611223,0.16167374260377762,0.29413094695042524
0.003336315789473684,0.2413751401535321,0.17016866250712245,0.18377346461570193,0.4046752021363086
0.0035442105263157895,0.111824522315041,0.1437076538241882,0.1389645833170819,0.6054952425926843
0.0037521052631578947,0.03968290056024201,0.19027578376927382,0.1733719887805079,0.5966610009967126
0.00396,0.06397575159025444,0.1676184251573874,0.1531885267136836,0.6152083748350268
0.01584,0.5168444492223111,0.035496143393174216,0.045205950709331574,0.4024199021161353
0.01604842105263158,0.2814861556263498,0.06437218390141028,0.07192624574999112,0.5821822944912529
0.016256842105263156,0.09187971778211834,0.08488442870474022,0.07053324474240512,0.7526691730189872
0.016465263157894736,0.004452959856304486,0.09397315097886867,0.075852264509998,0.825687080851188
0.016673684210526316,0.054088277009342635,0.0866572313898323,0.0807368514528226,0.7784814305200423
0.016882105263157893,0.21434349687546841,0.07499069270181134,0.06797441087282693,0.642654857741861
0.017090526315789473,0.46653193123466136,0.03403074810506898,0.026465252274963342,0.47293279555180323
0.017298947368421053,0.6751269568448606,0.03336907462018524,0.02506052602403992,0.2664026440384396
0.01750736842105263,0.8393947645680839,0.03272268544893671,0.028334964635630223,0.09950570699010579
0.01771578947368421,0.9151738867271316,0.037308210699995514,0.04039468762817554,0.007082213812331881
