tWaits,Expect_P00,Expect_P01,Expect_P10,Expect_P11
1.0e-6,0.25002865045187295,0.24998071203405106,0.24998071203405117,0.249995554753003
0.000101,0.013394970634937923,7.076596763047661e-7,7.076596763046691e-7,0.9862646082968753
0.000201,0.05337239190825443,2.9258574313147723e-6,2.925857431313282e-6,0.9459181579915797
0.000301,0.11772081125603046,6.511639718930255e-6,6.511639718925993e-6,0.8812222172292535
0.000401,0.2028917446099094,1.1269217314331464e-5,1.1269217314328994e-5,0.7956870867799991
0.000501,0.30420466846404864,1.6940722389096977e-5,1.6940722389099657e-5,0.6940116752613186
0.000601,0.41610053171117717,2.3191906881949218e-5,2.3191906881955784e-5,0.5817588408643856
0.000701,0.5324442367238016,2.9662119635245725e-5,2.96621196352514e-5,0.4650621823021948
0.000801,0.6468642402264517,3.601480347969787e-5,3.6014803479703355e-5,0.35029685224486085
0.000901,0.7530882156948235,4.1924605752413365e-5,4.192460575241532e-5,0.2437230553825394
0.001001,0.8453054454091048,4.706368489020989e-5,4.7063684890214034e-5,0.15115585244996532
0.001101,0.9184842586524874,5.114545358858664e-5,5.114545358859192e-5,0.07763925365571854
0.001201,0.9686220054089965,5.396339545518592e-5,5.396339545519856e-5,0.027168487389446605
0.001301,0.9929751646703506,5.537197738581319e-5,5.537197738583044e-5,0.002478016063347892
0.001401,0.9902310198546072,5.528827303042218e-5,5.528827303043301e-5,0.004890720111602491
0.001501,0.9605508681049767,5.369381634238796e-5,5.369381634238552e-5,0.03424540362922419
0.001601,0.905567521826783,5.0676523844337503e-5,5.067652384432351e-5,0.08890800642257998
0.001701,0.8282973202710736,4.6411808184753075e-5,4.641180818473285e-5,0.165861635281323
0.001801,0.7329746492364231,4.112195463315581e-5,4.1121954633128245e-5,0.2608731250121731
0.001901,0.6248164138000737,3.509408745663056e-5,3.509408745660173e-5,0.36872513018883823
0.002001,0.509733372762406,2.86813420108505e-5,2.8681342010825404e-5,0.4834979478175535
0.002101,0.39403201067895327,2.2251065803757545e-5,2.2251065803734807e-5,0.5989203844976503
0.002201,0.2840390539320743,1.614272976314736e-5,1.614272976313435e-5,0.7087213916517044
0.002301,0.185729454280956,1.0671512530807649e-5,1.0671512530799934e-5,0.8068984730886317
0.002401,0.10445079498401462,6.146959400197907e-6,6.146959400196233e-6,0.8880770623904951
0.002501,0.04463227732864036,2.809221023906614e-6,2.8092210239093016e-6,0.9478126276073232
0.002601,0.009534135483062705,8.153611768628712e-7,8.153611768653966e-7,0.9828375864290785
0.002701,0.0010663286482078989,2.6257688375653005e-7,2.6257688375591447e-7,0.9912382206877186
0.002801,0.01968314629588347,1.1976018470564376e-6,1.1976018470515358e-6,0.9725568596758194
0.002901,0.06435778497976535,3.5842884318906363e-6,3.5842884318844085e-6,0.9278191840164303
0.003001,0.13263848707991294,7.2892152687275025e-6,7.289215268719217e-6,0.8594767498099846
0.003101,0.22078281964387575,1.2113863989455769e-5,1.2113863989447808e-5,0.7712717976475106
0.003201,0.32396227908306824,1.781564119220146e-5,1.7815641192200085e-5,0.6680321353713883
0.003301,0.4365272554050088,2.409007937173075e-5,2.4090079371733874e-5,0.5554082683225289
0.003401,0.5523154258373876,3.0575964661969816e-5,3.0575964661975643e-5,0.43956247713538477
0.003501,0.6649895718449612,3.690245955961807e-5,3.690245955963149e-5,0.3268327694013438
0.003601,0.7683834491661179,4.272342258258806e-5,4.272342258260355e-5,0.22338529370960897
0.003701,0.8568410757996368,4.7716707280792204e-5,4.771670728080996e-5,0.13487770544888308
0.003801,0.9255239164207666,5.159366289834533e-5,5.159366289836722e-5,0.06614862550396582
0.003901,0.9706759559094069,5.413987295689985e-5,5.413987295692286e-5,0.020953628971004425
0.004001,0.9898306588882345,5.5233245223609754e-5,5.5233245223627474e-5,0.001759932441255465
0.004101,0.9819435139485254,5.482903504912607e-5,5.4829035049129634e-5,0.009611474856547434
0.004201,0.9474513738058971,5.2946392196337524e-5,5.2946392196341326e-5,0.04407201142488078
0.004301,0.8882459955025368,4.9690488456198435e-5,4.969048845618804e-5,0.10324916705430642
0.004401,0.80757221846376,4.524926688064109e-5,4.5249266880629595e-5,0.18389824901110874
0.004501,0.7098481390368597,3.986304861643335e-5,3.986304861641458e-5,0.2815998798498543
0.004601,0.6004252303824527,3.381049117509049e-5,3.381049117506167e-5,0.3910023917163676
0.004701,0.48529377764518894,2.7414372808700817e-5,2.741437280866904e-5,0.5061144771038508
0.004801,0.370755968891344,2.1030146020878742e-5,2.103014602085395e-5,0.6206337448208948
0.004901,0.26308022757732963,1.5010594636994606e-5,1.5010594636978763e-5,0.7282912819709314
0.005001,0.16815814104791235,9.683016769006233e-6,9.683016768997326e-6,0.8231937303465069
0.005101,0.09118284308977158,5.34524769403847e-6,5.345247694036677e-6,0.9001483718984015
0.005201,0.036363861373089335,2.248795896839982e-6,2.2487958968431547e-6,0.9549444378662011
0.005301,0.006697447610450364,5.674504412302425e-7,5.674504412321951e-7,0.984585108421103
0.005401,0.003802558613534636,3.8417119747281467e-7,3.8417119747154444e-7,0.987452052121734
0.005501,0.0278324106033893,1.700373597273136e-6,1.7003735972665059e-6,0.9633916021500082
0.005601,0.07746627339040252,4.439800243159809e-6,4.439800243144985e-6,0.9137241361433507
0.005701,0.1499820522267964,8.443543653699973e-6,8.443543653678633e-6,0.841172831693346
0.005801,0.24140538807913062,1.3481322638281252e-5,1.348132263825875e-5,0.7497125746907067
0.005901,0.34672701866681055,1.927627829102069e-5,1.927627829100028e-5,0.6443520619019136
0.006001,0.4601780289927836,2.5522183367125704e-5,2.5522183367109823e-5,0.5308618869274067
0.006101,0.5755448752739062,3.188858814234765e-5,3.1888588142345966e-5,0.4154559311692303
0.006201,0.6865097826918136,3.803459988203343e-5,3.803459988204949e-5,0.30445233707937186
0.006301,0.7869970451249398,4.3632204678700046e-5,4.363220467873896e-5,0.203927738665946
0.006401,0.8715051570197732,4.8382324945714696e-5,4.838232494576982e-5,0.11938419945334464
0.006501,0.9354079111881036,5.202291031200485e-5,5.202291031206299e-5,0.05544820219020752
0.006601,0.9752082138465648,5.4343427299092286e-5,5.434342729914131e-5,0.015617507315452332
0.006701,0.9887290554951426,5.520477861751191e-5,5.5204778617556255e-5,0.0020696672888255905
0.006801,0.9752319301695103,5.455343000685709e-5,5.455343000688776e-5,0.015543003763302697
0.006901,0.9354574817102982,5.2417537044224355e-5,5.241753704423207e-5,0.05529628745454777
0.007001,0.8715863559552015,4.891247889103629e-5,4.891247889102582e-5,0.11914947785800223
0.007101,0.7871172717667044,4.423561202262733e-5,4.423561202260008e-5,0.20360310989192754
0.007201,0.6866769993393409,3.86530087056566e-5,3.86530087056146e-5,0.30403016350393186
0.007301,0.5757657941157736,3.247931162847973e-5,3.247931162843783e-5,0.4149291026136448
0.007401,0.4604578277311366,2.6057763521130704e-5,2.6057763521092486e-5,0.5302259756332302
0.007501,0.3470667063220008,1.974110316110219e-5,1.9741103161069554e-5,0.6436058073732361
0.007601,0.24180122006648253,1.3872111195206446e-5,1.3872111195181257e-5,0.7488593359087123
0.007701,0.1504247424434409,8.764946653682685e-6,8.764946653669902e-6,0.8402222636484437
0.007801,0.07794002146119093,4.691671611493912e-6,4.691671611489911e-6,0.9126921819806706
0.007901,0.028314855316367998,1.8704988104262133e-6,1.870498810427296e-6,0.9622994479063062
0.008001,0.00426535882774525,4.556859280100482e-7,4.5568592801192884e-7,0.9863287159936919
