groupIdx,scanIdx,axisName,axisValue,mean,errorLower,errorUpper
1,1,nacs_highfield1_detunedARP_b_back,0,0,0,0.000327944568413434
1,1,nacs_highfield1_detunedARP_b_back,1,0.00712377560106857,0.00111882216922793,0.00130832643232877
1,2,nacs_uWave_tau,5e-06,0,0,0.000327886162494797
1,2,nacs_uWave_tau,0.000393333333333333,0.00409617097061443,0.0008467834861173,0.00104190033564379
1,2,nacs_uWave_tau,0.000781666666666667,0.0083674559373331,0.0012124622971034,0.00140034997708925
1,2,nacs_uWave_tau,0.00117,0.003739982190561,0.000808671330601432,0.00100478501665747
1,2,nacs_uWave_tau,0.00155833333333333,0.00106856634016028,0.000423779915376331,0.000637694407902231
1,2,nacs_uWave_tau,0.00194666666666667,0.00338319088319088,0.000768510419601142,0.00096571895376741
1,2,nacs_uWave_tau,0.002335,0.00641254007837549,0.00106141546161694,0.00125197846863834
1,2,nacs_uWave_tau,0.00272333333333333,0.00373931623931624,0.000808527501559054,0.00100460652796645
1,2,nacs_uWave_tau,0.00311166666666667,0.00195868945868946,0.000581209945913328,0.000785353715182507
1,2,nacs_uWave_tau,0.0035,0.00320627003918774,0.000747955852219149,0.000945860236365566
