axisValue,mean,errorLower,errorUpper
1,0,0,0.0216788793159453
0,0.988372093023256,0.0262297218976919,0.00962123078893018
0,0.98876404494382,0.0253620587087138,0.0092968540144267
0.25,0,0,0.0249045625711241
5,0.473478939157566,0.0143081883288959,0.0143507008316398
0,0.24822695035461,0.0378496118197123,0.0417512633875043
0.261799387799149,0.114942528735632,0.0347298397487706,0.0449892954383049
0.785398163397448,0.0236220472440945,0.0128290335653204,0.02244452910224
1.30899693899575,0.194029850746269,0.0502177745191086,0.0606570306027803
1.83259571459405,0.436170212765957,0.055398052454061,0.056887028593097
2.35619449019234,0.601449275362319,0.0459234743364789,0.0443327745993364
2.87979326579064,0.447761194029851,0.0667836544311982,0.0685174240798256
