axisValue,mean,errorLower,errorUpper
1,0.0119047619047619,0.00985035682341546,0.026841906843737
0,0,0,0.0211800969624603
0,0,0,0.0204735207720593
0.25,0.0136986301369863,0.0113350232847482,0.0307947423858939
5,0.0280811232449298,0.00461259555837528,0.0054108153368353
0,0.375886524822695,0.0432202371731881,0.0451251015381215
0.261799387799149,0.494252873563218,0.058902400293373,0.0590475910337269
0.785398163397448,0.724409448818898,0.0453565619260365,0.0414912154936131
1.30899693899575,0.492537313432836,0.0678487120032445,0.0680962485958944
1.83259571459405,0.148936170212766,0.0376633013386456,0.0461547903305072
2.35619449019234,0.0072463768115942,0.00599536625129602,0.0164651835281935
2.87979326579064,0.208955223880597,0.0518215689693503,0.061715581242775
