axisValue,mean,errorLower,errorUpper
0.005,0.994413407821229,0.0127287422245803,0.00462198768472277
0.3171875,0.957575757575758,0.0221039390976971,0.0155150822241327
0.629375,0.819354838709677,0.0363181800696207,0.0317859094053369
0.9415625,0.794285714285714,0.0351727327066251,0.0315082119737033
1.25375,0.702702702702703,0.0423024879846442,0.03932978114835
1.5659375,0.737931034482759,0.0416309964086984,0.0380550752720041
1.878125,0.697530864197531,0.0403765095612882,0.0377396479824353
2.1903125,0.79746835443038,0.0371129282691657,0.0329913835871931
2.5025,0.845238095238095,0.0330946074487423,0.0285633253478809
2.8146875,0.835294117647059,0.0335010833953528,0.0291647353287157
3.126875,0.853801169590643,0.0321821068183324,0.0276131274075754
3.4390625,0.813131313131313,0.0318949664821429,0.0284545808441501
3.75125,0.728323699421965,0.0380397144629627,0.0351850130609758
4.0634375,0.742690058479532,0.0377967654535118,0.0347214099229937
4.375625,0.765714285714286,0.0364386907280191,0.0331428749631688
4.6878125,0.785714285714286,0.0403809933858519,0.0358994950719819
5,0.816091954022989,0.0341662194765604,0.0301919114374782
