axisValue,mean,errorLower,errorUpper
0.005,0.00558659217877095,0.00462198768472269,0.0127287422245803
0.3171875,0.0424242424242424,0.0155150822241326,0.0221039390976972
0.629375,0.180645161290323,0.0317859094053368,0.0363181800696209
0.9415625,0.205714285714286,0.0315082119737036,0.0351727327066256
1.25375,0.297297297297297,0.0393297811483499,0.0423024879846443
1.5659375,0.262068965517241,0.0380550752720042,0.0416309964086988
1.878125,0.302469135802469,0.0377396479824352,0.0403765095612882
2.1903125,0.20253164556962,0.0329913835871932,0.0371129282691657
2.5025,0.154761904761905,0.0285633253478808,0.0330946074487423
2.8146875,0.164705882352941,0.0291647353287156,0.0335010833953529
3.126875,0.146198830409357,0.0276131274075753,0.0321821068183326
3.4390625,0.186868686868687,0.02845458084415,0.0318949664821429
3.75125,0.271676300578035,0.0351850130609762,0.0380397144629627
4.0634375,0.257309941520468,0.0347214099229939,0.0377967654535119
4.375625,0.234285714285714,0.0331428749631688,0.0364386907280196
4.6878125,0.214285714285714,0.0358994950719819,0.040380993385852
5,0.183908045977011,0.0301919114374782,0.0341662194765607
