axisValue,mean,errorLower,errorUpper
0,0,0,0
0.2,0.02807601,0.001403801,0.001403801
0.4,0.0013347,0.000066735,0.000066735
0.6,0.019451409,0.00097257,0.00097257
0.8,0.008322193,0.00041611,0.00041611
1,0.012123194,0.00060616,0.00060616
1.2,0.010079523,0.000503976,0.000503976
1.4,0.007758285,0.000387914,0.000387914
1.6,0.009642094,0.000482105,0.000482105
1.8,0.010103502,0.000505175,0.000505175
2,0.014649548,0.000732477,0.000732477
2.2,0.006234432,0.000311722,0.000311722
2.4,0.020623797,0.00103119,0.00103119
2.6,0.001873386,9.36693E-05,9.36693E-05
2.8,0.024324813,0.001216241,0.001216241
3,0.002355407,0.00011777,0.00011777
3.2,0.013775085,0.000688754,0.000688754
3.4,0.009942394,0.00049712,0.00049712
3.6,0.006802218,0.000340111,0.000340111
3.8,0.016270003,0.0008135,0.0008135
4,0.006752091,0.000337605,0.000337605
4.2,0.015023748,0.000751187,0.000751187
4.4,0.012825907,0.000641295,0.000641295
4.6,0.015003796,0.00075019,0.00075019
4.8,0.012866706,0.000643335,0.000643335
5,0.014257944,0.000712897,0.000712897
5.2,0.008305655,0.000415283,0.000415283
5.4,0.014325005,0.00071625,0.00071625
5.6,0.010362035,0.000518102,0.000518102
5.8,0.006060221,0.000303011,0.000303011
6,0.018012116,0.000900606,0.000900606
6.2,0.001174483,5.87242E-05,5.87242E-05
6.4,0.024171883,0.001208594,0.001208594
6.6,0.001990924,9.95462E-05,9.95462E-05
6.8,0.019942056,0.000997103,0.000997103
7,0.006746339,0.000337317,0.000337317
7.2,0.013584038,0.000679202,0.000679202
7.4,0.009516918,0.000475846,0.000475846
7.6,0.008643511,0.000432176,0.000432176
7.8,0.009005941,0.000450297,0.000450297
8,0.008703283,0.000435164,0.000435164
8.2,0.013644022,0.000682201,0.000682201
8.4,0.005556679,0.000277834,0.000277834
8.6,0.02000139,0.00100007,0.00100007
8.8,0.002225312,0.000111266,0.000111266
9,0.023717705,0.001185885,0.001185885
9.2,0.001571906,7.85953E-05,7.85953E-05
9.4,0.018096257,0.000904813,0.000904813
9.6,0.006133273,0.000306664,0.000306664
9.8,0.010587592,0.00052938,0.00052938
10,0.012688664,0.000634433,0.000634433
10.2,0.007540687,0.000377034,0.000377034
10.4,0.014592621,0.000729631,0.000729631
10.6,0.009944416,0.000497221,0.000497221
10.8,0.015556251,0.000777813,0.000777813
11,0.00966365,0.000483183,0.000483183
11.2,0.015593856,0.000779693,0.000779693
11.4,0.00665012,0.000332506,0.000332506
11.6,0.015041344,0.000752067,0.000752067
11.8,0.006815969,0.000340798,0.000340798
12,0.009895147,0.000494757,0.000494757
12.2,0.013925447,0.000696272,0.000696272
12.4,0.004430885,0.000221544,0.000221544
12.6,0.021339157,0.001066958,0.001066958
12.8,0.003280902,0.000164045,0.000164045
13,0.020841165,0.001042058,0.001042058
13.2,0.006694817,0.000334741,0.000334741
13.4,0.015990935,0.000799547,0.000799547
13.6,0.008766169,0.000438308,0.000438308
13.8,0.011684326,0.000584216,0.000584216
14,0.009551977,0.000477599,0.000477599
14.2,0.010598164,0.000529908,0.000529908
14.4,0.013216019,0.000660801,0.000660801
14.6,0.007497821,0.000374891,0.000374891
14.8,0.020471317,0.001023566,0.001023566
15,0.003506736,0.000175337,0.000175337
15.2,0.024681998,0.0012341,0.0012341
15.4,0.002147715,0.000107386,0.000107386
15.6,0.020718717,0.001035936,0.001035936
15.8,0.00504015,0.000252008,0.000252008
16,0.01384526,0.000692263,0.000692263
16.2,0.008950551,0.000447528,0.000447528
16.4,0.00981569,0.000490785,0.000490785
16.6,0.012334591,0.00061673,0.00061673
16.8,0.009848247,0.000492412,0.000492412
17,0.015653243,0.000782662,0.000782662
17.2,0.00838049,0.000419025,0.000419025
17.4,0.018414636,0.000920732,0.000920732
17.6,0.005944707,0.000297235,0.000297235
17.8,0.017640916,0.000882046,0.000882046
18,0.005450994,0.00027255,0.00027255
18.2,0.012645012,0.000632251,0.000632251
18.4,0.009489125,0.000474456,0.000474456
18.6,0.00798958,0.000399479,0.000399479
18.8,0.014880409,0.00074402,0.00074402
19,0.006391855,0.000319593,0.000319593
19.2,0.017853238,0.000892662,0.000892662
19.4,0.007803712,0.000390186,0.000390186
19.6,0.017239603,0.00086198,0.00086198
19.8,0.008126191,0.00040631,0.00040631
20,0.014226738,0.000711337,0.000711337
20.2,0.008358844,0.000417942,0.000417942
20.4,0.010345502,0.000517275,0.000517275
20.6,0.010626452,0.000531323,0.000531323
20.8,0.006477006,0.00032385,0.00032385
21,0.016403142,0.000820157,0.000820157
21.2,0.004109139,0.000205457,0.000205457
21.4,0.021291613,0.001064581,0.001064581
21.6,0.003752644,0.000187632,0.000187632
21.8,0.021120947,0.001056047,0.001056047
22,0.005559978,0.000277999,0.000277999
