time,p0,p1
5.0e-6,0.00024775905183698345,0.9997522409481624
0.00031718750000000003,0.03553790512915633,0.9644620948708393
0.000629375,0.11191201590797152,0.8880879840920203
0.0009415625,0.18974670605630825,0.8102532939436836
0.0012537499999999999,0.23442753897507085,0.7655724610249133
0.0015659375,0.2330231632936732,0.7669768367063112
0.001878125,0.1962622380013411,0.8037377619986432
0.0021903125,0.148120167790097,0.8518798322098731
0.0025025,0.11171138077682459,0.8882886192231453
0.0028146875,0.09933754089415274,0.9006624591058168
0.0031268750000000003,0.11003758212760902,0.8899624178723603
0.0034390625,0.13392462848883527,0.8660753715111339
0.0037512500000000002,0.15936869859560285,0.8406313014043667
0.0040634375,0.1783702802948285,0.8216297197051121
0.004375625,0.18865689395003515,0.8113431060499053
0.0046878125,0.19183053923154728,0.8081694607683934
0.005,0.19046952000218387,0.8095304799977565
