axisValue,mean,errorLower,errorUpper
0.000624,0.292001,0.111,0.157
0.001248,0.750001,0.165,0.169
0.001872,0.791001,0.147,0.169
0.00312,0.292001,0.111,0.157
0.004368,0.458001,0.152,0.19
0.005616,0.708001,0.167,0.181
0.008112,0.292001,0.111,0.157
0.008736,0.167001,0.082,0.114
0.00936,0.375001,0.14,0.17
