Record Length,2.500000e+03,,   0.000000000000,   1.65800,
Sample Interval,2.000000e-02,,   0.020000000000,   1.75200,
Trigger Point,0.000000000000e+00,,   0.040000000000,   1.73000,
,,,   0.060000000000,   1.70000,
,,,   0.080000000000,   1.73000,
,,,   0.100000000000,   1.65600,
Source,CH1,,   0.120000000000,   1.75400,
Vertical Units,V,,   0.140000000000,   1.73200,
Vertical Scale,5.000000e-02,,   0.160000000000,   1.69800,
Vertical Offset,-1.714000e+00,,   0.180000000000,   1.72600,
Horizontal Units,s,,   0.200000000000,   1.66800,
Horizontal Scale,5.000000e+00,,   0.220000000000,   1.75200,
Pt Fmt,Y,,   0.240000000000,   1.72800,
Yzero,0.000000e+00,,   0.260000000000,   1.71200,
Probe Atten,1.000000e+00,,   0.280000000000,   1.45800,
Model Number,TBS1064,,   0.300000000000,   1.45800,
Serial Number,C021563,,   0.320000000000,   1.45800,
Firmware Version,FV:v26.05,,   0.340000000000,   1.45800,
,,,0.360000000000,   1.45800,
,,,0.380000000000,   1.45800,
,,,0.400000000000,   1.45800,
,,,0.420000000000,   1.45800,
,,,0.440000000000,   1.45800,
,,,0.460000000000,   1.45800,
,,,0.480000000000,   1.45800,
,,,0.500000000000,   1.45800,
,,,0.520000000000,   1.45800,
,,,0.540000000000,   1.45800,
,,,0.560000000000,   1.45800,
,,,0.580000000000,   1.45800,
,,,0.600000000000,   1.45800,
,,,0.620000000000,   1.45800,
,,,0.640000000000,   1.45800,
,,,0.660000000000,   1.45800,
,,,0.680000000000,   1.45800,
,,,0.700000000000,   1.45800,
,,,0.720000000000,   1.45800,
,,,0.740000000000,   1.45800,
,,,0.760000000000,   1.45800,
,,,0.780000000000,   1.45800,
,,,0.800000000000,   1.45800,
,,,0.820000000000,   1.45800,
,,,0.840000000000,   1.45800,
,,,0.860000000000,   1.45800,
,,,0.880000000000,   1.45800,
,,,0.900000000000,   1.45800,
,,,0.920000000000,   1.45800,
,,,0.940000000000,   1.45800,
,,,0.960000000000,   1.45800,
,,,0.980000000000,   1.45800,
,,,1.000000000000,   1.45800,
,,,1.020000000000,   1.45800,
,,,1.040000000000,   1.45800,
,,,1.060000000000,   1.45800,
,,,1.080000000000,   1.45800,
,,,1.100000000000,   1.45800,
,,,1.120000000000,   1.45800,
,,,1.140000000000,   1.45800,
,,,1.160000000000,   1.45800,
,,,1.180000000000,   1.45800,
,,,1.200000000000,   1.45800,
,,,1.220000000000,   1.45800,
,,,1.240000000000,   1.45800,
,,,1.260000000000,   1.45800,
,,,1.280000000000,   1.45800,
,,,1.300000000000,   1.45800,
,,,1.320000000000,   1.45800,
,,,1.340000000000,   1.45800,
,,,1.360000000000,   1.45800,
,,,1.380000000000,   1.45800,
,,,1.400000000000,   1.45800,
