axisValue,mean,errorLower,errorUpper
0.06,0.984126984126984,0.035554111378323,0.0131347474331606
1.22,0.296875,0.0608380715360529,0.067979592897742
2.38,0.226666666666667,0.0505758192038038,0.0587969565369378
3.54,0.831325301204819,0.0514695877817148,0.0423886701584216
4.7,0.432432432432432,0.0628598138141222,0.0648821844500868
5.86,0.206521739130435,0.0438523136842021,0.051002753246662
7.02,0.695652173913043,0.0653542072255572,0.0590024045333133
8.18,0.677777777777778,0.0566883574838459,0.0523239318363877
9.34,0.276315789473684,0.0542105242730487,0.0607946179240094
10.5,0.413333333333333,0.0617869597516043,0.0643465308419504
