axisValue,mean,errorLower,errorUpper
0.06,0,0,0.0288002260630861
1.22,0.546875,0.0702464571395252,0.0686146366938176
2.38,0.533333333333333,0.0642924181538454,0.0633093013273162
3.54,0.144578313253012,0.0395591266388632,0.0493805564977918
4.7,0.297297297297297,0.0564236644720124,0.0625440492534689
5.86,0.521739130434783,0.057431434423462,0.0569132056929544
7.02,0.217391304347826,0.0518944285765418,0.0611911867414495
8.18,0.211111111111111,0.0447502546291817,0.0519464880035506
9.34,0.434210526315789,0.0620197972070698,0.0639348317762435
10.5,0.4,0.0613011902875022,0.0642561402478918
