axisValue,mean,errorLower,errorUpper
0.06,0,0,0.0288002260630861
1.22,0.15625,0.0466899303994292,0.059147899306072
2.38,0.186666666666667,0.0466374603285713,0.0561462488132926
3.54,0,0,0.0219371846758632
4.7,0.216216216216216,0.0499562756503084,0.0586309114194164
5.86,0.217391304347826,0.0447795909429635,0.0516506590093102
7.02,0.072463768115942,0.0309442337436035,0.0460489265583915
8.18,0.1,0.0319507371012654,0.0423221639228775
9.34,0.210526315789474,0.0487398045680757,0.057353764246361
10.5,0.0666666666666667,0.0284956183760964,0.0425836188718468
