axisValue,mean,errorLower,errorUpper
0.06,0.0158730158730159,0.0131347474331606,0.0355541113783232
1.22,0,0,0.0283566644938523
2.38,0.0533333333333333,0.0253516691200011,0.0401638792402203
3.54,0.0240963855421687,0.0155490453186607,0.0308994409725353
4.7,0.0540540540540541,0.0256918338484757,0.0406792350925912
5.86,0.0543478260869565,0.0232764191980927,0.03509369233377
7.02,0.0144927536231884,0.011992297530014,0.0325369988334508
8.18,0.0111111111111111,0.0091935349655646,0.0250854519835511
9.34,0.0789473684210526,0.0308692488830623,0.0441788159708198
10.5,0.12,0.0381510031869839,0.0499761513332485
