axisValue,mean,errorLower,errorUpper
10,0.0015552099533437,0.00128658735400499,0.00356714613307871
40.625,0.00167785234899329,0.00138804949364747,0.00384766873877125
71.25,0.00316455696202532,0.00204377513300709,0.00415860558170581
101.875,0.0121527777777778,0.00447121281079738,0.00648453827474023
132.5,0.00841750841750842,0.00363121624465215,0.00565433816419721
163.125,0.0221870047543582,0.00582309981912193,0.00754079100733453
193.75,0.0179153094462541,0.00529523280105382,0.00710274129228096
224.375,0.0135823429541596,0.00468682218822545,0.00663020490006277
255,0.0194805194805195,0.00551684558706301,0.00730278224836301
285.625,0.0050761421319797,0.00276140999292629,0.0049130973313852
316.25,0.00461538461538462,0.00251086154868411,0.00446917710923875
346.875,0.00169491525423729,0.00140216568264011,0.00388668807383297
377.5,0.00147710487444609,0.00122197120152736,0.00338843537615847
408.125,0,0,0.00293198479719288
438.75,0.0046801872074883,0.00254610082236687,0.00453163621705827
469.375,0.00822368421052632,0.00354770840967551,0.0055250431317108
500,0.0114942528735632,0.00422947496078716,0.0061362978382131
