axisValue,mean,errorLower,errorUpper
10,0.998444790046656,0.00356714613307874,0.001286587354005
40.625,0.998322147651007,0.00384766873877118,0.00138804949364746
71.25,0.996835443037975,0.00415860558170578,0.00204377513300713
101.875,0.987847222222222,0.00648453827474027,0.00447121281079743
132.5,0.991582491582492,0.00565433816419725,0.00363121624465212
163.125,0.977812995245642,0.00754079100733451,0.00582309981912199
193.75,0.982084690553746,0.00710274129228095,0.00529523280105382
224.375,0.98641765704584,0.00663020490006272,0.00468682218822547
255,0.980519480519481,0.00730278224836312,0.00551684558706289
285.625,0.99492385786802,0.00491309733138512,0.00276140999292629
316.25,0.995384615384615,0.00446917710923878,0.00251086154868407
346.875,0.998305084745763,0.00388668807383297,0.00140216568264007
377.5,0.998522895125554,0.00338843537615852,0.00122197120152734
408.125,1,0.00293198479719292,0
438.75,0.995319812792512,0.00453163621705821,0.00254610082236684
469.375,0.991776315789474,0.00552504313171087,0.00354770840967555
500,0.988505747126437,0.00613629783821312,0.00422947496078718
