time,p0,p1
5.0e-6,0.0001853354641818128,0.9998146645358174
0.00031718750000000003,0.02338453865162493,0.9766154613483713
0.000629375,0.07487761753112032,0.9251223824688725
0.0009415625,0.1337358735151173,0.8662641264848724
0.0012537499999999999,0.179181590109802,0.8208184098901843
0.0015659375,0.19826290328363105,0.8017370967163521
0.001878125,0.18956031637692916,0.810439683623051
0.0021903125,0.1616331698653533,0.8383668301346233
0.0025025,0.12834645266477535,0.8716535473351981
0.0028146875,0.10313251358940784,0.8968674864105624
0.0031268750000000003,0.0940512532424349,0.9059487467575322
0.0034390625,0.10197606413542959,0.8980239358645341
0.0037512500000000002,0.12173181745486872,0.8782681825450918
0.0040634375,0.1451153905199548,0.8548846094800024
0.004375625,0.1647882264205741,0.8352117735793799
0.0046878125,0.17654572089820086,0.8234542791017501
0.005,0.17996402685328056,0.8200359731466671
