time,p0,p1
5.0e-6,0.00035943876427846355,0.9996405612357206
0.00031718750000000003,0.0551321314014343,0.9448678685985585
0.000629375,0.1636032242657493,0.8363967757342372
0.0009415625,0.25325225737254875,0.7467477426274315
0.0012537499999999999,0.27972360663955675,0.7202763933604173
0.0015659375,0.2470447934069276,0.7529552065930398
0.001878125,0.19083759487649243,0.8091624051234687
0.0021903125,0.1480067544252916,0.851993245574663
0.0025025,0.13597428554766922,0.8640257144522788
0.0028146875,0.15004274657342248,0.8499572534265194
0.0031268750000000003,0.17419445561258928,0.825805544387346
0.0034390625,0.19509283042203024,0.8049071695778987
0.0037512500000000002,0.2088648254464578,0.7911351745534647
0.0040634375,0.21780349795177067,0.7821965020481454
0.004375625,0.22379257059378532,0.7762074294061245
0.0046878125,0.22522606664011163,0.7747739333597918
0.005,0.22020261756553627,0.7797973824343607
