time,p0,p1
9.999999999999999e-6,0.000469745792910814,0.9995302542070883
4.0625e-5,0.0018992528741231252,0.9981007471258756
7.125e-5,0.005779494602727253,0.9942205053972712
0.000101875,0.012325083082990629,0.9876749169170076
0.0001325,0.01967550630854853,0.9803244936914491
0.000163125,0.02477752129936467,0.9752224787006324
0.00019375,0.02530884459313154,0.974691155406865
0.000224375,0.02115145951434716,0.9788485404856494
0.00025499999999999996,0.014444243322802253,0.9855557566771938
0.00028562499999999996,0.008197817498796778,0.9918021825011991
0.00031624999999999996,0.004405674938291193,0.9955943250617041
0.00034687499999999996,0.0030945449951128023,0.9969054550048821
0.00037749999999999996,0.003039623125453028,0.9969603768745414
0.00040812499999999996,0.00336015124554756,0.9966398487544464
0.00043874999999999996,0.004481521702801972,0.995518478297192
0.00046937499999999996,0.007620282915568044,0.9923797170844251
0.0005,0.013281105989563446,0.9867188940104292
