time,p0,p1
7.219999999999999e-5,0.03932620936455017,0.9606737906353922
7.379999999999999e-5,0.04520799753338922,0.9547920024665529
7.54e-5,0.039640739714997764,0.9603592602849444
7.7e-5,0.06590640396687125,0.9340935960330705
7.859999999999999e-5,0.0598467199042253,0.9401532800957164
8.02e-5,0.07761069575613899,0.9223893042438027
8.18e-5,0.14598457558236477,0.8540154244175768
8.340000000000001e-5,0.1124730513438712,0.8875269486560705
8.499999999999999e-5,0.333351988381821,0.6666480116181205
8.659999999999999e-5,0.4921638965198585,0.507836103480083
8.82e-5,0.49592574276284324,0.5040742572370982
8.979999999999999e-5,0.4398450022772935,0.5601549977226479
9.14e-5,0.17766059584576815,0.822339404154173
9.3e-5,0.16163174776958772,0.8383682522303533
9.46e-5,0.14914294632848435,0.8508570536714567
9.62e-5,0.06950449773474421,0.9304955022651966
9.779999999999999e-5,0.10023221787379194,0.8997677821261489
9.94e-5,0.07185595158251562,0.928144048417425
0.000101,0.05826939210307702,0.9417306078968637
0.00010259999999999999,0.07369203573522298,0.9263079642647176
0.0001042,0.049400931326259334,0.9505990686736812
